Institution Index,Institution,Last Name,First Name,Ph.D. Graduation Year,Ph.D. Graduate School,Research Interest,H-index,Citations,Publications,Publications Divided by Co-authors
274,Swiss Federal Institute of Technology Zurich,Cotterell,Ryan,2019,Johns Hopkins University,Natural language processing,24,1773,45,12.7
274,Swiss Federal Institute of Technology Zurich,Hofmann,Thomas,1997,University of Bonn,Machine learning & data mining,61,35709,45,18.4
274,Swiss Federal Institute of Technology Zurich,Coros,Stelian,2011,University of British Columbia,Computer graphics,28,3116,43,10.1
274,Swiss Federal Institute of Technology Zurich,Gross,Thomas,,Stanford University,"High-performance computing,Programming languages,Computer architecture",,,38,13.6
274,Swiss Federal Institute of Technology Zurich,Alonso,Gustavo,1994,University of California - Santa Barbara,Databases,72,22687,37,11
274,Swiss Federal Institute of Technology Zurich,Capkun,Srdjan,2004,Swiss federal Institute of Technology Lausanne,Computer security,64,20956,35,10
274,Swiss Federal Institute of Technology Zurich,Zhang,Ce,,Stanford University,"Databases,Machine learning & data mining",34,4315,35,8.5
274,Swiss Federal Institute of Technology Zurich,R_tsch,Gunnar,,University of Potsdam,Machine learning & data mining,71,38078,32,9
274,Swiss Federal Institute of Technology Zurich,Basin,David,1989,Cornell University,"Computer security,Logic & verification",57,13556,30,10
274,Swiss Federal Institute of Technology Zurich,Paterson,Kenneth,1993,University of London,"Computer security,Cryptography",51,12634,28,9
274,Swiss Federal Institute of Technology Zurich,Steurer,David,2010,Princeton University,Algorithms & complexity,30,3260,27,9.7
274,Swiss Federal Institute of Technology Zurich,Hofheinz,Dennis,2001,Saarland University,Cryptography,39,5021,26,11.1
274,Swiss Federal Institute of Technology Zurich,Wattenhofer,Roger,1999,Brown University,"Algorithms & complexity,Computer networks",86,28263,23,6.4
274,Swiss Federal Institute of Technology Zurich,Ghaffari,Mohsen,2016,Massachusetts Institute of Technology,Algorithms & complexity,25,1912,21,9.2
274,Swiss Federal Institute of Technology Zurich,Roscoe,Timothy,1995,University of Cambridge,"Databases,Operating systems,Computer architecture",43,12817,20,3.6
274,Swiss Federal Institute of Technology Zurich,Puschel,Markus,1998,University of Karlsruhe,"Programming languages,Machine learning & data mining",45,7196,19,5.5
274,Swiss Federal Institute of Technology Zurich,Vanbever,Laurent,2012,University of Louvain,Computer networks,23,2812,19,4.1
274,Swiss Federal Institute of Technology Zurich,Razavi,Kaveh,2015,Vrije Universiteit,Computer security,19,1362,18,4.3
274,Swiss Federal Institute of Technology Zurich,Steger,Angelika,1994,University of Bonn,"Algorithms & complexity,Machine learning & data mining",37,4657,14,4.7
274,Swiss Federal Institute of Technology Zurich,Kyng,Rasmus,2017,Yale University,Algorithms & complexity,11,589,13,3.9
274,Swiss Federal Institute of Technology Zurich,Welzl,Emo,1988,University of Graz,,48,229,12,3.3
274,Swiss Federal Institute of Technology Zurich,Widmayer,Peter,,Karlsruhe Institute of Technology,Databases,46,388,12,3.7
274,Swiss Federal Institute of Technology Zurich,Singla,Ankit,2015,University of Illinois at Urbana-Champaign,Computer networks,17,2588,9,1.9
274,Swiss Federal Institute of Technology Zurich,Norrie,Moira,,University of Glasgow,Human-computer interaction,1,12,7,2
274,Swiss Federal Institute of Technology Zurich,Mattern,Friedemann,1989,Kaiserslautern University of Technology,,50,15016,1,0.2
57,Columbia University,Nayar,Shree,1990,Carnegie Mellon University,Computer vision,7,243,116,45.8
57,Columbia University,Chang,Shih-Fu,1993,University of California - Berkeley,Computer vision,116,56227,88,22.6
57,Columbia University,Papadimitriou,Christos,1976,Princeton University,"Algorithms & complexity,Economics & computation",46,9308,79,31.8
57,Columbia University,Blei,David,2004,University of California - Berkeley,Machine learning & data mining,88,87609,76,26.7
57,Columbia University,Allen,Peter,1985,University of Pennsylvania,Robotics,4,80,74,27
57,Columbia University,McKeown,Kathy,1982,University of Pennsylvania,Natural language processing,11,513,64,27.5
57,Columbia University,Servedio,Rocco,2001,Harvard University,Algorithms & complexity,45,6003,64,22.8
57,Columbia University,Roughgargen,Tim,2002,Cornell University,"Economics & computation,Algorithms & complexity",61,19792,63,27.7
57,Columbia University,Collins,Michael,1998,University of Pennsylvania,Natural language processing,57,24194,59,23.6
57,Columbia University,Yannakakis,Mihalis,1979,Princeton University,Algorithms & complexity,93,35149,54,24.1
57,Columbia University,Belhumeur,Peter,1993,Harvard University,Computer vision,62,42108,45,14.5
57,Columbia University,Jebara,Tony,2002,Massachusetts Institute of Technology,Machine learning & data mining,50,18877,39,15.2
57,Columbia University,Andoni,Alexandr,2009,Massachusetts Institute of Technology,Algorithms & complexity,34,5783,38,12.3
57,Columbia University,Bareinboim,Elias,2014,University of California - Los Angeles,"Artificial intelligence,Machine learning & data mining",19,1817,35,14
57,Columbia University,Zheng,Changxi,2012,Cornell University,Computer graphics,26,2007,35,9.8
57,Columbia University,Feiner,Steven,1987,Brown University,Human-computer interaction,79,47169,34,12.9
57,Columbia University,Chen,Xi,2007,Tsinghua University,Algorithms & complexity,94,51153,32,10.6
57,Columbia University,Malkin,Tal,2000,Massachusetts Institute of Technology,Cryptography,43,7161,31,7.9
57,Columbia University,Nieh,Jason,1999,Stanford University,"Computer architecture,Measurement & perf. analysis,Operating systems",48,7688,30,9.9
57,Columbia University,Ross,Kenneth,1991,Stanford University,"Databases,Computer architecture",45,19808,30,10.3
57,Columbia University,Yang,Junfeng,2008,Stanford University,Operating systems,31,4624,30,7.3
57,Columbia University,Hsu,Daniel,2010,University of California - San Diego,Machine learning & data mining,41,7868,29,8.7
57,Columbia University,Carloni,Luca,2004,University of California - Berkeley,Design automation,44,7689,28,9.4
57,Columbia University,Jana,Suman,2014,University of Texas at Austin,Computer security,31,4879,28,7.2
57,Columbia University,Katz-Bassett,Ethan,2012,University of Washington,"Computer networks,Measurement & perf. analysis",28,3695,25,3.9
57,Columbia University,Hirschberg,Julia,1985,University of Pennsylvania,Natural language processing,75,24058,24,9.3
57,Columbia University,Vondrick,Carl,2017,Massachusetts Institute of Technology,Computer vision,24,5199,24,6
57,Columbia University,Stein,Clifford,1992,Massachusetts Institute of Technology,Algorithms & complexity,51,69288,23,6.7
57,Columbia University,Sethumadhavan,Simha,2007,University of Texas at Austin,"Computer architecture,Computer security",1,2,23,6.3
57,Columbia University,Stolfo,Salvatore,1979,New York University,Computer security,96,39235,23,8.3
57,Columbia University,Gravano,Luis,1997,Stanford University,Databases,55,15699,21,7.7
57,Columbia University,Vapnik,Vladimir,1964,Institute of Control Sciences,,84,217872,20,6.4
57,Columbia University,Bishop,Allison,2012,University of Texas at Austin,"Cryptography,Algorithms & complexity",3,19,19,7.6
57,Columbia University,Song,Shuran,2018,Princeton University,Computer vision,21,8191,18,4.5
57,Columbia University,Wu,Eugene,2014,Massachusetts Institute of Technology,Databases,29,5098,17,4.7
57,Columbia University,Ray,Baishakhi,2013,University of Texas at Austin,"Software engineering,Computer security",20,2669,16,4.1
57,Columbia University,Aho,Alfred,,Princeton University,Algorithms & complexity,67,85673,15,6.3
57,Columbia University,Kaiser,Gail,1985,Carnegie Mellon University,Software engineering,54,11173,15,5.4
57,Columbia University,Weinstein,Omri,2015,Princeton University,Algorithms & complexity,17,792,15,5.1
57,Columbia University,Bellovin,Steven,,University of North Carolina,Computer security,59,19521,14,7.3
57,Columbia University,Chaintreau,Augustin,2006,Ecole Normale Supérieure,"Measurement & perf. analysis,The Web & information retrieval",33,7873,14,3.5
57,Columbia University,Kender,John,1980,Carnegie Mellon University,Computer vision,34,4817,14,7.3
57,Columbia University,Nowick,Steven,1993,Stanford University,Design automation,43,5502,14,5.8
57,Columbia University,Kim,Martha,2008,University of Washington,Computer architecture,15,1333,13,2.8
57,Columbia University,Misra,Vishal,2000,University of Massachusetts Amherst,"The Web & information retrieval,Measurement & perf. analysis",52,13501,13,3.8
57,Columbia University,Rubenstein,Dan,,University of Massachusetts Amherst,"Measurement & perf. analysis,Computer networks",48,7168,12,3.5
57,Columbia University,Geambasu,Roxana,2011,University of Washington,"Computer security,Operating systems",19,1809,11,2.1
57,Columbia University,Zussman,Gil,2004,Israel Institute of Technology,"Measurement & perf. analysis,Mobile computing",34,4828,11,2.5
57,Columbia University,Gu,Ronghui,2016,Yale University,"Programming languages,Operating systems",9,551,10,1.9
57,Columbia University,Chilton,Lydia,2015,University of Washington,Human-computer interaction,15,3125,9,2.8
57,Columbia University,Pe'er,Itsik,,Tel Aviv University,"Comp. bio & bioinformatics,Comp. bio & bioinformatics",48,24350,8,3.3
57,Columbia University,Edwards,Stephen,1997,University of California - Berkeley,,34,7303,7,3
57,Columbia University,Cidon,Asaf,,Stanford University,"Computer networks,Computer security",17,1432,6,1.3
57,Columbia University,Schulzrinne,Henning,1992,University of Massachusetts Amherst,Measurement & perf. analysis,92,74577,4,1.2
57,Columbia University,Yemini,Yechiam,,,,3,164,3,1.6
57,Columbia University,Erlich,Yaniv,2010,The Watson School of Biological Sciences at Cold Spring Harbor Laboratory,,28,11970,1,0.3
57,Columbia University,Salleb-Aouissi,Ansaf,2003,University of Orleans,,15,953,1,0.3
346,University of California - Los Angeles,Zhu,Song-Chun,1996,Harvard University,Computer vision,73,25060,158,46.2
346,University of California - Los Angeles,Sahai,Amit,2000,Massachusetts Institute of Technology,Cryptography,80,43265,122,36.1
346,University of California - Los Angeles,Ostrovsky,Rafail,1992,Massachusetts Institute of Technology,Cryptography,75,30685,120,38.6
346,University of California - Los Angeles,Cong,Jason,1990,University of Illinois at Urbana-Champaign,Design automation,88,27609,98,32.7
346,University of California - Los Angeles,Hsieh,Cho-Jui,2015,University of Texas at Austin,Machine learning & data mining,46,16714,70,17.8
346,University of California - Los Angeles,Potkonjak,Miodrag,,,Design automation,68,22199,70,23.4
346,University of California - Los Angeles,Varghese,George,1992,Massachusetts Institute of Technology,Computer networks,84,33161,56,15.7
346,University of California - Los Angeles,Darwiche,Adnan,,,"Artificial intelligence,Machine learning & data mining",55,12746,51,24
346,University of California - Los Angeles,Gu,Quanquan,2014,University of Illinois at Urbana-Champaign,Machine learning & data mining,37,6751,49,17
346,University of California - Los Angeles,Korf,Richard,1983,Carnegie Mellon University,Artificial intelligence,53,12939,49,32.4
346,University of California - Los Angeles,Srivastava,Mani,,,"Mobile computing,Human-computer interaction",105,59349,49,13
346,University of California - Los Angeles,Wang,Wei,1999,University of California - Los Angeles,"The Web & information retrieval,Comp. bio & bioinformatics,Comp. bio & bioinformatics",14,1177,45,10.3
346,University of California - Los Angeles,Chang,Kai-Wei,2015,University of Illinois at Urbana-Champaign,Natural language processing,32,13769,45,10.6
346,University of California - Los Angeles,Pearl,Judea,1965,Polytechnic Institute of Brooklyn,"Artificial intelligence,Machine learning & data mining",103,101460,42,20.3
346,University of California - Los Angeles,Eskin,Eleazar,,,"Comp. bio & bioinformatics,Comp. bio & bioinformatics",77,32111,40,12.3
346,University of California - Los Angeles,Terzopoulos,Demetri,1984,Massachusetts Institute of Technology,Computer graphics,83,76877,40,15.6
346,University of California - Los Angeles,Sun,Yizhou,2012,University of Illinois at Urbana-Champaign,Machine learning & data mining,45,9565,38,8.1
346,University of California - Los Angeles,Lu,Songwu,1999,University of Illinois at Urbana-Champaign,Mobile computing,64,26269,36,7.8
346,University of California - Los Angeles,Broeck,Guy,,,"Artificial intelligence,Machine learning & data mining",28,2521,30,10.7
346,University of California - Los Angeles,Halperin,Eran,2001,Tel Aviv University,"Comp. bio & bioinformatics,Comp. bio & bioinformatics",55,21503,30,9.1
346,University of California - Los Angeles,Millstein,Todd,,University of Washington,"Computer networks,Programming languages",42,6887,29,6.8
346,University of California - Los Angeles,Zaniolo,Carlo,1976,University of California - Los Angeles,"Databases,Artificial intelligence",61,12077,28,10.8
346,University of California - Los Angeles,Kim,Miryung,2008,University of Washington,Software engineering,38,5540,25,7.2
346,University of California - Los Angeles,Meka,Raghu,2011,University of Texas at Austin,Algorithms & complexity,26,2137,25,9.7
346,University of California - Los Angeles,van der Schaar,Mihaela,2001,Eindhoven University of Technology,Machine learning & data mining,58,16295,24,9.4
346,University of California - Los Angeles,Xu,Guoqing,2011,Ohio State University,"Programming languages,Operating systems,Computer architecture",29,2219,22,5.7
346,University of California - Los Angeles,Palsberg,Jens,1992,Aarhus University,Programming languages,44,7988,21,9.9
346,University of California - Los Angeles,Cho,Junghoo,2002,Stanford University,The Web & information retrieval,60,20241,20,8.1
346,University of California - Los Angeles,Peng,Nanyun,2017,Johns Hopkins University,Natural language processing,16,1342,19,5.5
346,University of California - Los Angeles,Sherstov,Alexander,2009,University of Texas at Austin,Algorithms & complexity,23,1606,19,15.7
346,University of California - Los Angeles,Reinman,Glenn,2001,University of California - San Diego,Design automation,40,4733,17,4.1
346,University of California - Los Angeles,Zhang,Lixia,1989,Massachusetts Institute of Technology,,101,67286,16,3.7
346,University of California - Los Angeles,Sarrafzadeh,Majid,1987,University of Illinois at Urbana-Champaign,Design automation,69,17128,15,5.2
346,University of California - Los Angeles,Netravali,Ravi,2018,Massachusetts Institute of Technology,Computer networks,11,1062,11,3
346,University of California - Los Angeles,Osher,Stanley,1966,New York University,"Machine learning & data mining,Computer vision",119,147844,11,2.7
346,University of California - Los Angeles,Mirzasoleiman,Baharan,2017,Swiss Federal Institute of Technology Zurich,Machine learning & data mining,13,1179,10,2.8
346,University of California - Los Angeles,Salehi-Abari,Omid,2018,Massachusetts Institute of Technology,"Computer networks,Mobile computing",17,860,10,2.2
346,University of California - Los Angeles,Fletcher,Alyson,2006,University of California - Berkeley,Machine learning & data mining,26,2603,9,2.9
346,University of California - Los Angeles,Gafni,Eli,1982,Massachusetts Institute of Technology,,41,7909,9,4.3
346,University of California - Los Angeles,Dyer,Michael,1982,Yale University,"Artificial intelligence,Machine learning & data mining,Natural language processing",26,3475,8,3.7
346,University of California - Los Angeles,Nowatzki,Tony,2016,University of Wisconsin - Madison,Computer architecture,15,811,8,2.3
346,University of California - Los Angeles,Greibach,Sheila,1963,Harvard University,Algorithms & complexity,25,2386,5,3.7
346,University of California - Los Angeles,Sankararaman,Sriram,2010,University of California - Berkeley,Comp. bio & bioinformatics,30,7260,5,1.5
346,University of California - Los Angeles,Tamir,Yuval,1985,University of California - Berkeley,,20,2113,5,2
346,University of California - Los Angeles,Ercegovac,Milos,1975,University of Illinois at Urbana-Champaign,"Computer architecture,Design automation",39,7939,4,1.4
346,University of California - Los Angeles,Ernst,Jason,2008,Carnegie Mellon University,,37,29580,2,0.5
515,University of Wisconsin - Madison,Jha,Somesh,1996,Carnegie Mellon University,Computer security,84,34324,71,18.3
515,University of Wisconsin - Madison,Akella,Aditya,2005,Carnegie Mellon University,Computer networks,53,14039,60,13.8
515,University of Wisconsin - Madison,Reps,Thomas,1982,Cornell University,"Programming languages,Logic & verification",78,23781,60,19.7
515,University of Wisconsin - Madison,Singh,Vikas,2007,University at Buffalo,Computer vision,28,3238,57,13.3
515,University of Wisconsin - Madison,Hill,Mark,1987,University of California - Berkeley,Computer architecture,83,30084,55,15.3
515,University of Wisconsin - Madison,Sohi,Gurindar,1985,University of Illinois at Urbana-Champaign,Computer architecture,53,10565,54,23.4
515,University of Wisconsin - Madison,Zhu,Xiaojin,2005,Carnegie Mellon University,"Machine learning & data mining,Artificial intelligence",58,23979,52,16.5
515,University of Wisconsin - Madison,Diakonikolas,Ilias,2011,Columbia University,Algorithms & complexity,33,3255,52,14.6
515,University of Wisconsin - Madison,Livny,Miron,1984,Weizmann Institute of Science,"Databases,High-performance computing",87,40854,46,15.3
515,University of Wisconsin - Madison,Patel,Jignesh,1998,University of Wisconsin - Madison,Databases,62,16360,44,14.4
515,University of Wisconsin - Madison,Banerjee,Suman,2003,University of Maryland - College Park,"Mobile computing,Measurement & perf. analysis",72,22345,43,12.6
515,University of Wisconsin - Madison,Gleicher,Michael,1994,Carnegie Mellon University,"Visualization,Computer graphics",57,15561,38,17.1
515,University of Wisconsin - Madison,Barford,Paul,2000,Boston University,Measurement & perf. analysis,48,13243,37,11.5
515,University of Wisconsin - Madison,Cai,Jin-Yi,1986,Cornell University,Algorithms & complexity,45,6527,37,17.2
515,University of Wisconsin - Madison,Arpaci-Dusseau,Andrea,1998,University of California - Berkeley,Operating systems,59,12340,35,7.6
515,University of Wisconsin - Madison,Arpaci-Dusseau,Remzi,1999,University of California - Berkeley,Operating systems,58,12743,35,7.7
515,University of Wisconsin - Madison,Nowak,Robert,1995,University of Wisconsin - Madison,Machine learning & data mining,80,32924,33,11.4
515,University of Wisconsin - Madison,Chawla,Shuchi,2005,Carnegie Mellon University,"Algorithms & complexity,Economics & computation",29,5909,32,10.3
515,University of Wisconsin - Madison,Page,David,1993,University of Illinois at Urbana-Champaign,Machine learning & data mining,22,2371,32,10
515,University of Wisconsin - Madison,D'Antoni,Loris,2015,University of Pennsylvania,"Logic & verification,Programming languages",22,1517,30,10.1
515,University of Wisconsin - Madison,Doan,AnHai,,University of Washington,Databases,16,2670,30,6.4
515,University of Wisconsin - Madison,Mutlu,Bilge,2009,Carnegie Mellon University,Human-computer interaction,42,6072,29,9.6
515,University of Wisconsin - Madison,Swift,Michael,2006,University of Washington,Computer architecture,48,10509,27,7.7
515,University of Wisconsin - Madison,Gupta,Mohit,2011,Carnegie Mellon University,Computer vision,23,1979,26,7.3
515,University of Wisconsin - Madison,Hsu,Justin,,Cornell University,Programming languages,22,1541,26,6.3
515,University of Wisconsin - Madison,Miller,Barton,1984,University of California - Berkeley,High-performance computing,55,12987,26,9.9
515,University of Wisconsin - Madison,Craven,Mark,,,Artificial intelligence,40,9737,25,9.3
515,University of Wisconsin - Madison,Albarghouthi,Aws,2015,University of Toronto,"Logic & verification,Programming languages",18,1137,24,7.7
515,University of Wisconsin - Madison,Sankaralingam,Karthikeyan,2006,University of Texas at Austin,Computer architecture,39,7290,23,6.2
515,University of Wisconsin - Madison,Liang,Yingyu,2014,Georgia Institute of Technology,Machine learning & data mining,23,3238,22,6.4
515,University of Wisconsin - Madison,Tzamos,Christos,,Massachusetts Institute of Technology,"Algorithms & complexity,Economics & computation",14,821,21,7.4
515,University of Wisconsin - Madison,Sifakis,Eftychios,2007,Stanford University,Computer graphics,27,3480,16,3.5
515,University of Wisconsin - Madison,Papailiopoulos,Dimitris,2014,University of Texas at Austin,Machine learning & data mining,23,3611,14,3.7
515,University of Wisconsin - Madison,Venkataraman,Shivaram,2017,University of California - Berkeley,"Operating systems,Computer networks",26,5745,13,2.4
515,University of Wisconsin - Madison,Yu,Xiangyao,2017,Massachusetts Institute of Technology,"Databases,Computer architecture",16,1790,13,2.8
515,University of Wisconsin - Madison,Chatterjee,Rahul,2019,Cornell University,Computer security,9,274,10,1.9
515,University of Wisconsin - Madison,Koutris,Paraschos,2015,University of Washington,Databases,18,1432,10,2.7
515,University of Wisconsin - Madison,Miguel,Joshua,2017,University of Toronto,Computer architecture,11,472,10,2.9
515,University of Wisconsin - Madison,Rekatsinas,Theodoros,,,Databases,13,834,10,2.5
515,University of Wisconsin - Madison,Wright,Stephen,,,Machine learning & data mining,61,58494,10,3.5
515,University of Wisconsin - Madison,Bach,Eric,1984,University of California - Berkeley,Algorithms & complexity,23,3418,8,5.4
515,University of Wisconsin - Madison,Fawaz,Kassem,2017,University of Michigan,Computer security,18,1080,8,2.6
515,University of Wisconsin - Madison,Li,Yixuan,2017,Cornell University,"Computer vision,The Web & information retrieval,Machine learning & data mining",15,3181,8,1.5
515,University of Wisconsin - Madison,Fernandes,Earlence,2017,University of Michigan,"Computer security,Mobile computing",17,2655,6,1.3
515,University of Wisconsin - Madison,Loh,Po-Ling,2014,University of California - Berkeley,Machine learning & data mining,15,1410,6,2.5
515,University of Wisconsin - Madison,Sinclair,Matthew,2017,University of Illinois at Urbana-Champaign,Computer architecture,11,345,6,1.5
515,University of Wisconsin - Madison,Joseph,Deborah,1981,Purdue University,Algorithms & complexity,16,1447,5,2.3
515,University of Wisconsin - Madison,Lessard,Laurent,2011,Stanford University,Machine learning & data mining,19,1424,5,1.6
515,University of Wisconsin - Madison,Wahba,Grace,1966,Stanford University,Machine learning & data mining,73,49615,5,1
515,University of Wisconsin - Madison,Linderoth,Jeff,1998,Georgia Institute of Technology,Design automation,34,5494,4,1.3
515,University of Wisconsin - Madison,Raskutti,Garvesh,2012,University of California - Berkeley,Machine learning & data mining,18,2553,4,1.6
515,University of Wisconsin - Madison,Melkebeek,Dieter,1999,University of Chicago,,19,1532,3,1.2
515,University of Wisconsin - Madison,Diakonikolas,Jelena,2016,Columbia University,Machine learning & data mining,9,230,2,0.8
515,University of Wisconsin - Madison,Lee,Kangwook,2016,University of California - Berkeley,,15,1303,2,0.5
515,University of Wisconsin - Madison,Pia,Alberto,2009,Università degli Studi di Padova,Algorithms & complexity,12,429,2,0.8
515,University of Wisconsin - Madison,Ron,Amos,1987,Tel Aviv University,Computer networks,53,13131,2,0.5
515,University of Wisconsin - Madison,Roy,Sushmita,2009,University of New Mexico,,25,4255,2,0.7
515,University of Wisconsin - Madison,Gitter,Anthony,2012,Carnegie Mellon University,,14,1756,1,0.5
515,University of Wisconsin - Madison,Rau,Martina,2013,Carnegie Mellon University,Machine learning & data mining,16,980,1,0.3
296,Tsinghua University,Zhu,Jun,2009,Tsinghua University,Machine learning & data mining,47,7988,112,32.8
296,Tsinghua University,Sun,Maosong,2004,City University of Hong Kong,"Natural language processing,Artificial intelligence",54,14031,103,23.5
296,Tsinghua University,Liu,Zhiyuan,2011,Tsinghua University,"Natural language processing,Artificial intelligence",44,10701,88,18.5
296,Tsinghua University,Tang,Jie,2006,Tsinghua University,"Machine learning & data mining,Artificial intelligence",63,16414,69,15.1
296,Tsinghua University,Wang,Jianmin,1995,Tsinghua University,"Computer vision,Artificial intelligence,Machine learning & data mining",54,15019,61,14.9
296,Tsinghua University,Zhang,Changshui,1992,Tsinghua University,"Computer vision,Artificial intelligence,Machine learning & data mining",66,17409,57,17.4
296,Tsinghua University,Zhang,Min,2003,Tsinghua University,The Web & information retrieval,,,55,10.5
296,Tsinghua University,Ding,Guiguang,2004,Xidian University,Artificial intelligence,32,5436,55,11.6
296,Tsinghua University,Li,Guoliang,2009,Tsinghua University,Databases,33,16223,54,14
296,Tsinghua University,Cui,Peng,2010,Tsinghua University,Machine learning & data mining,37,6737,54,11.3
296,Tsinghua University,Liu,Yang,2007,Chinese Academy of Sciences,Natural language processing,52,12541,53,13.2
296,Tsinghua University,Ma,Shaoping,1997,Tsinghua University,The Web & information retrieval,29,3616,53,9.5
296,Tsinghua University,Liu,Yiqun,2007,Tsinghua University,The Web & information retrieval,31,3871,50,8.7
296,Tsinghua University,Zhang,Bo,1958,Tsinghua University,Machine learning & data mining,47,8222,50,12.5
296,Tsinghua University,Hu,Shi-Min,1996,Zhejiang University,Computer graphics,56,13509,48,9.6
296,Tsinghua University,Huang,Minlie,2006,Tsinghua University,"Artificial intelligence,Natural language processing",69,28848,47,11.7
296,Tsinghua University,Long,Mingsheng,2014,Tsinghua University,"Computer vision,Machine learning & data mining,Artificial intelligence",40,8570,47,10.9
296,Tsinghua University,Zhu,Wenwu,1996,New York University,"Machine learning & data mining,Artificial intelligence",67,19731,46,10.4
296,Tsinghua University,Li,Yong,2012,Tsinghua University,"Human-computer interaction,The Web & information retrieval",47,9883,45,8.8
296,Tsinghua University,Shi,Yuanchun,1999,Tsinghua University,Human-computer interaction,29,3560,40,7.2
296,Tsinghua University,Sun,Fuchun,1997,Tsinghua University,Robotics,55,11254,40,8.8
296,Tsinghua University,Li,Juan-Zi,2000,Tsinghua University,"Natural language processing,Artificial intelligence",41,8369,39,7.4
296,Tsinghua University,Yu,Chun,2012,Tsinghua University,Human-computer interaction,,,38,7
296,Tsinghua University,Tang,Pingzhong,2010,The Hong Kong University of Science and Technology,Artificial intelligence,16,803,36,11.5
296,Tsinghua University,Li,Jian,,University of Maryland - College Park,"Databases,Machine learning & data mining,Algorithms & complexity",,,35,10.1
296,Tsinghua University,Yao,Andrew,1975,University of Illinois at Urbana-Champaign,Algorithms & complexity,,,34,26.3
296,Tsinghua University,Zhu,Xiaoyan,1990,Nagoya Institute of Technology,"Artificial intelligence,Natural language processing",39,7678,32,7.3
296,Tsinghua University,Wang,Jianyong,1999,Chinese Academy of Sciences,Machine learning & data mining,50,14825,31,9.3
296,Tsinghua University,Gao,Yue,2012,Tsinghua University,Artificial intelligence,42,6499,29,5.9
296,Tsinghua University,Feng,Jianhua,2001,Tsinghua University,Databases,47,16157,26,6.5
296,Tsinghua University,Liu,Shixia,2002,Tsinghua University,Visualization,44,7814,26,4.9
296,Tsinghua University,Wan,Hai,2003,Tsinghua University,Artificial intelligence,4,64,26,5.3
296,Tsinghua University,Liu,HuaPing,1997,New Jersey Institute of Technology,Robotics,30,3360,24,5.6
296,Tsinghua University,Chen,Wenguang,2000,Tsinghua University,"High-performance computing,Computer architecture",27,2921,22,4.3
296,Tsinghua University,SteinBerger,John,2007,University of California - Davis,Cryptography,19,1291,21,8.6
296,Tsinghua University,Yang,Shiqiang,,,"Machine learning & data mining,Artificial intelligence",42,6667,19,3.6
296,Tsinghua University,Pei,Dan,2005,University of California - Los Angeles,Measurement & perf. analysis,34,4137,18,3.1
296,Tsinghua University,Cai,Yici,2007,University of Science and Technology of China,Design automation,24,3130,17,3.3
296,Tsinghua University,Jin,Xiaoming,2003,Tsinghua University,Artificial intelligence,17,1664,17,4.4
296,Tsinghua University,Song,Shaoxu,2010,The Hong Kong University of Science and Technology,Databases,15,681,17,4.6
296,Tsinghua University,Yang,Zheng,2010,The Hong Kong University of Science and Technology,"Human-computer interaction,Mobile computing",46,8631,16,2.9
296,Tsinghua University,Liu,Yong-Jin,2003,The Hong Kong University of Science and Technology,Computer vision,30,3227,16,3.9
296,Tsinghua University,Zhao,Xibin,2004,Jiangsu University,Artificial intelligence,16,856,15,2.8
296,Tsinghua University,Chen,Kang,2004,Tsinghua University,"Computer architecture,Computer graphics,High-performance computing",25,3913,14,2.7
296,Tsinghua University,Duan,Hai-Xin,2000,Tsinghua University,Computer security,24,2050,14,1.9
296,Tsinghua University,Duan,Ran,2011,University of Michigan,Algorithms & complexity,13,658,14,6.1
296,Tsinghua University,Yang,Guangwen,1996,Harbin Institute of Technology,High-performance computing,28,3283,14,1.7
296,Tsinghua University,Zhai,Jidong,2010,Tsinghua University,"High-performance computing,Computer architecture",15,805,14,2.5
296,Tsinghua University,Jia,Jia,2008,Tsinghua University,Artificial intelligence,24,2118,13,2.1
296,Tsinghua University,Ai,Haizhou,1991,Tsinghua University,Computer vision,35,6085,13,3.9
296,Tsinghua University,Qin,Zheng,,,"The Web & information retrieval,Artificial intelligence",22,1933,13,3.2
296,Tsinghua University,Wang,Chaokun,2005,Harbin Institute of Technology,Artificial intelligence,17,1330,13,3.6
296,Tsinghua University,Xue,Wei,2003,Tsinghua University,High-performance computing,21,1977,13,2
296,Tsinghua University,Zhang,Chongjie,2011,University of Massachusetts Amherst,Artificial intelligence,14,737,13,5
296,Tsinghua University,Deng,Yangdong,2006,Carnegie Mellon University,"Design automation,Computer architecture",20,1412,12,2.8
296,Tsinghua University,Zhou,Qiang,2002,China University of Mining and Technology,Design automation,12,375,11,2.1
296,Tsinghua University,Wu,Yongwei,2002,Chinese Academy of Sciences,"Computer architecture,High-performance computing",28,2422,11,2.2
296,Tsinghua University,Zeng,Jianyang,2011,Duke University,Comp. bio & bioinformatics,17,1255,11,3.5
296,Tsinghua University,Jiang,Yu,2015,Tsinghua University,Software engineering,21,1481,10,1.6
296,Tsinghua University,Huang,Longbo,2011,University of Southern California,Artificial intelligence,22,2344,10,3.3
296,Tsinghua University,Shu,Jiwu,1998,Nanjing University,"Computer architecture,Design automation",29,3810,10,1.7
296,Tsinghua University,Wang,Jiliang,2011,The Hong Kong University of Science and Technology,"Mobile computing,Embedded & real-time systems",23,1848,10,2.2
